INDICATOR_SEQ,PARENT_SEQ,AGENCY_NAME,INDICATOR_NAME,DESCRIPTION,CATEGORY,FREQUENCY,DESIRED_CHANGE,INDICATOR_UNIT,DECIMAL_PLACES,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2012,7,95.1,94.7,95.1,93.1
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2012,8,95.1,94.6,95.1,93.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2012,9,95.1,94.6,95.1,95
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2012,10,95.1,94.6,95.1,94.2
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2012,11,95.1,93.8,95.1,85.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2012,12,95.1,93.5,95.1,90.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,1,95.1,91.4,95.1,91.4
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,2,95.1,92.1,95.1,92.9
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,3,95.1,91.9,95.1,91.5
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,4,95.1,92.1,95.1,92.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,5,95.1,92.5,95.1,93.9
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,6,95.1,92.4,95.1,92
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,7,95.1,92.4,95.1,92.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,8,95.1,92.4,95.1,92.2
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,9,95.1,92.4,95.1,92.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,10,95.1,92.6,95.1,93.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,11,95.1,92.5,95.1,91.5
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2013,12,95.1,92.5,95.1,92.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,1,95.1,86.7,95.1,86.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,2,95.1,85.6,95.1,84.5
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,3,95.1,87,95.1,89.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,4,95.1,87.9,95.1,90.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,5,95.1,88.1,95.1,88.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,6,95.1,88.2,95.1,88.9
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,7,95.1,88.9,95.1,92.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,8,95.1,89.2,95.1,91.8
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,9,95.1,89.5,95.1,91.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,10,95.1,89.5,95.1,89.4
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,11,95.1,89.7,95.1,91.5
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2014,12,95.1,89.6,95.1,89.4
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,1,92.5,88,92.5,88
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,2,92.5,85.77,92.5,83.35
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,3,92.5,86.23,92.5,87.12
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,4,92.5,87.4,92.5,91
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,5,92.5,88.2,92.5,91.1
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,6,92.5,88.6,92.5,90.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,7,92.5,88.6,92.5,88.8
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,8,92.5,88.7,92.5,88.9
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,9,92.5,88.4,92.5,86
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,10,92.5,87.49,92.5,87.52
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,11,92.5,88.4,92.5,88.3
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2015,12,92.5,88.6,92.5,91.4
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,1,92.5,88.4,92.5,88.4
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,2,92.5,89,92.5,89.5
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,3,92.5,90.7,92.5,93.9
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,4,92.5,91.5,92.5,93.9
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,5,92.5,92.2,92.5,95.2
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,6,92.5,92.3,92.5,92.5
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,7,92.5,91.7,92.5,88.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,8,92.5,91.6,92.5,90.3
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,9,92.5,91.9,92.5,94.2
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,10,92.5,91.5,92.5,88.3
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,11,92.5,91.3,92.5,88.8
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2016,12,92.5,91.1,92.5,89.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,1,92.5,92.1,92.5,92.1
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,2,92.5,89.8,92.5,87.3
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,3,92.5,89.1,92.5,87.8
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,4,92.5,89.1,92.5,88.9
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,5,92.5,88.8,92.5,88
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,6,92.5,88.5,92.5,86.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,7,92.5,89.2,92.5,93.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,8,92.5,89.9,92.5,94.7
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,9,92.5,90.3,92.5,93.3
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,10,92.5,90.6,92.5,93.1
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,11,92.5,90.3,92.5,87.6
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2017,12,92.5,90.2,92.5,89.5
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2018,1,92.5,84.1,92.5,84.1
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2018,2,92.5,87.7,92.5,91.8
373904,20421,Long Island Rail Road,Hicksville/Huntington Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2018,3,92.5,87.2,92.5,86.4
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,1,0,97.7,0,97.7
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,2,0,97.4,0,97.1
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,3,0,96.8,0,95.6
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,4,0,96.7,0,96.4
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,5,0,96.7,0,96.8
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,6,0,96.9,0,97.9
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,7,0,97.1,0,97.8
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,8,0,97.2,0,98.2
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,9,0,97.2,0,97.6
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,10,0,97.2,0,96.9
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,11,0,96.9,0,94.2
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2008,12,0,96.9,0,96.6
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,1,0,96.3,0,96.3
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,2,0,96.7,0,97.1
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,3,0,96.3,0,95.6
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,4,0,96.8,0,98.3
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,5,0,97,0,97.6
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,6,0,97.1,0,97.8
373905,20421,Long Island Rail Road,Hempstead Branch - OTP ,"The percent of commuter trains that arrive at their destinations within 5 minutes and 59 seconds of the schedule. Individual branch-line targets are not currently calculated. However, the LIRR expects to acheive a system-wide on-time performance target of at least 95%.",Service Indicators,M,U,%,1,2009,7,0,97.2,0,97.6
